"Status","Year","Region_ITL1","Region_ITL2","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","North West (England)","Cumbria","West Cumbria","Unknown","25","[c]","38870","33000"
"New entrant CS","2021","North West (England)","Greater Manchester","Greater Manchester North East","AA/AO","40","[c]","21150","21010"
"New entrant CS","2021","North West (England)","Greater Manchester","Greater Manchester North East","EO","195","[c]","27540","27570"
"New entrant CS","2021","North West (England)","Greater Manchester","Greater Manchester North East","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Greater Manchester","Greater Manchester North East","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Greater Manchester","Greater Manchester North West","AA/AO","125","[c]","20980","21010"
"New entrant CS","2021","North West (England)","Greater Manchester","Greater Manchester North West","EO","65","[c]","27470","27570"
"New entrant CS","2021","North West (England)","Greater Manchester","Greater Manchester North West","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Greater Manchester","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Greater Manchester","Greater Manchester South East","AA/AO","160","[c]","20980","21010"
"New entrant CS","2021","North West (England)","Greater Manchester","Greater Manchester South East","EO","55","[c]","27370","27570"
"New entrant CS","2021","North West (England)","Greater Manchester","Greater Manchester South East","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Greater Manchester","Greater Manchester South East","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Greater Manchester","Greater Manchester South West","AA/AO","360","[c]","20170","20140"
"New entrant CS","2021","North West (England)","Greater Manchester","Greater Manchester South West","EO","245","[c]","25910","25560"
"New entrant CS","2021","North West (England)","Greater Manchester","Greater Manchester South West","G6/G7","40","[c]","57960","53630"
"New entrant CS","2021","North West (England)","Greater Manchester","Greater Manchester South West","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Greater Manchester","Greater Manchester South West","SEO/HEO","120","[c]","33650","31810"
"New entrant CS","2021","North West (England)","Greater Manchester","Greater Manchester South West","Unknown","20","[c]","22400","22920"
"New entrant CS","2021","North West (England)","Greater Manchester","Manchester","AA/AO","285","[c]","20340","20140"
"New entrant CS","2021","North West (England)","Greater Manchester","Manchester","EO","425","[c]","26320","27570"
"New entrant CS","2021","North West (England)","Greater Manchester","Manchester","G6/G7","135","[c]","55990","53000"
"New entrant CS","2021","North West (England)","Greater Manchester","Manchester","SCS level","10","[c]","95580","98480"
"New entrant CS","2021","North West (England)","Greater Manchester","Manchester","SEO/HEO","340","[c]","33530","31990"
"New entrant CS","2021","North West (England)","Greater Manchester","Manchester","Unknown","15","[c]","25170","18460"
"New entrant CS","2021","North West (England)","Lancashire","Blackburn with Darwen","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Lancashire","Blackburn with Darwen","EO","15","[c]","27570","27570"
"New entrant CS","2021","North West (England)","Lancashire","Blackburn with Darwen","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Lancashire","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Lancashire","Blackpool","AA/AO","575","[c]","21020","21010"
"New entrant CS","2021","North West (England)","Lancashire","Blackpool","EO","65","[c]","27450","27570"
"New entrant CS","2021","North West (England)","Lancashire","Blackpool","G6/G7","15","[c]","55970","56000"
"New entrant CS","2021","North West (England)","Lancashire","Blackpool","SEO/HEO","30","[c]","33880","32000"
"New entrant CS","2021","North West (England)","Lancashire","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Lancashire","Chorley and West Lancashire","AA/AO","65","[c]","22100","22850"
"New entrant CS","2021","North West (England)","Lancashire","Chorley and West Lancashire","EO","30","[c]","27610","24620"
"New entrant CS","2021","North West (England)","Lancashire","Chorley and West Lancashire","SEO/HEO","10","[c]","36400","37510"
"New entrant CS","2021","North West (England)","Lancashire","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Lancashire","East Lancashire","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Lancashire","East Lancashire","EO","25","[c]","26890","27570"
"New entrant CS","2021","North West (England)","Lancashire","East Lancashire","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Lancashire","Lancaster and Wyre","AA/AO","135","[c]","21060","21010"
"New entrant CS","2021","North West (England)","Lancashire","Lancaster and Wyre","EO","30","[c]","27340","27570"
"New entrant CS","2021","North West (England)","Lancashire","Lancaster and Wyre","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Lancashire","Lancaster and Wyre","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Lancashire","Mid Lancashire","AA/AO","170","[c]","21130","21010"
"New entrant CS","2021","North West (England)","Lancashire","Mid Lancashire","EO","40","[c]","26780","27570"
"New entrant CS","2021","North West (England)","Lancashire","Mid Lancashire","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Lancashire","Mid Lancashire","SEO/HEO","25","[c]","33970","33480"
"New entrant CS","2021","North West (England)","Lancashire","Mid Lancashire","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Merseyside","East Merseyside","AA/AO","25","[c]","20890","21010"
"New entrant CS","2021","North West (England)","Merseyside","East Merseyside","EO","100","[c]","27570","27570"
"New entrant CS","2021","North West (England)","Merseyside","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Merseyside","East Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Merseyside","East Merseyside","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Merseyside","Liverpool","AA/AO","315","[c]","20290","20140"
"New entrant CS","2021","North West (England)","Merseyside","Liverpool","EO","100","[c]","24940","24880"
"New entrant CS","2021","North West (England)","Merseyside","Liverpool","G6/G7","40","[c]","54130","52580"
"New entrant CS","2021","North West (England)","Merseyside","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Merseyside","Liverpool","SEO/HEO","105","[c]","33110","31810"
"New entrant CS","2021","North West (England)","Merseyside","Liverpool","Unknown","20","[c]","20950","18650"
"New entrant CS","2021","North West (England)","Merseyside","Sefton","AA/AO","160","[c]","20280","20140"
"New entrant CS","2021","North West (England)","Merseyside","Sefton","EO","140","[c]","26170","26370"
"New entrant CS","2021","North West (England)","Merseyside","Sefton","G6/G7","15","[c]","53900","53360"
"New entrant CS","2021","North West (England)","Merseyside","Sefton","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Merseyside","Sefton","SEO/HEO","60","[c]","36260","34830"
"New entrant CS","2021","North West (England)","Merseyside","Sefton","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Merseyside","Wirral","AA/AO","110","[c]","21610","21680"
"New entrant CS","2021","North West (England)","Merseyside","Wirral","EO","20","[c]","26910","27570"
"New entrant CS","2021","North West (England)","Merseyside","Wirral","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Merseyside","Wirral","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Merseyside","Wirral","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","AA/AO","10","[c]","19680","19560"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Ards and North Down","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Ards and North Down","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Ards and North Down","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Ards and North Down","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Belfast","AA/AO","195","[c]","20210","20140"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Belfast","EO","80","[c]","26220","25560"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Belfast","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Belfast","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Belfast","SEO/HEO","30","[c]","34100","31810"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Causeway Coast and Glens","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Fermanagh and Omagh","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Newry, Mourne and Down","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Overseas","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Overseas","Overseas","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Overseas","Overseas","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Overseas","Overseas","SEO/HEO","25","[c]","36530","33150"
"New entrant CS","2021","Scotland","Eastern Scotland","Angus and Dundee City","AA/AO","90","[c]","21040","21010"
"New entrant CS","2021","Scotland","Eastern Scotland","Angus and Dundee City","EO","30","[c]","27290","27570"
"New entrant CS","2021","Scotland","Eastern Scotland","Angus and Dundee City","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Eastern Scotland","Angus and Dundee City","SEO/HEO","20","[c]","33570","32840"
"New entrant CS","2021","Scotland","Eastern Scotland","City of Edinburgh","AA/AO","640","[c]","20670","20140"
"New entrant CS","2021","Scotland","Eastern Scotland","City of Edinburgh","EO","265","[c]","26630","26160"
"New entrant CS","2021","Scotland","Eastern Scotland","City of Edinburgh","G6/G7","180","[c]","55850","52480"
"New entrant CS","2021","Scotland","Eastern Scotland","City of Edinburgh","SCS level","10","[c]","102700","95930"
"New entrant CS","2021","Scotland","Eastern Scotland","City of Edinburgh","SEO/HEO","410","[c]","35180","33180"
"New entrant CS","2021","Scotland","Eastern Scotland","Clackmannanshire and Fife","AA/AO","45","[c]","21070","20920"
"New entrant CS","2021","Scotland","Eastern Scotland","Clackmannanshire and Fife","EO","30","[c]","27430","27570"
"New entrant CS","2021","Scotland","Eastern Scotland","Clackmannanshire and Fife","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Eastern Scotland","Clackmannanshire and Fife","SEO/HEO","10","[c]","36600","36080"
"New entrant CS","2021","Scotland","Eastern Scotland","Clackmannanshire and Fife","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Eastern Scotland","East Lothian and Midlothian","EO","10","[c]","27570","27570"
"New entrant CS","2021","Scotland","Eastern Scotland","Falkirk","AA/AO","135","[c]","20980","21010"
"New entrant CS","2021","Scotland","Eastern Scotland","Falkirk","EO","15","[c]","27430","27570"
"New entrant CS","2021","Scotland","Eastern Scotland","Falkirk","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Eastern Scotland","Perth and Kinross and Stirling","AA/AO","60","[c]","21160","20810"
"New entrant CS","2021","Scotland","Eastern Scotland","Perth and Kinross and Stirling","EO","45","[c]","27080","27570"
"New entrant CS","2021","Scotland","Eastern Scotland","Perth and Kinross and Stirling","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Eastern Scotland","Perth and Kinross and Stirling","SEO/HEO","15","[c]","35360","35900"
"New entrant CS","2021","Scotland","Eastern Scotland","West Lothian","AA/AO","45","[c]","21100","21010"
"New entrant CS","2021","Scotland","Eastern Scotland","West Lothian","EO","20","[c]","27440","27570"
"New entrant CS","2021","Scotland","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","AA/AO","15","[c]","22290","21360"
"New entrant CS","2021","Scotland","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","70","[c]","20210","20500"
