"Status","Year","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Public Health England","Science and Engineering","Male","125","[c]","32060","28590"
"New entrant CS","2021","Registers of Scotland","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Operational Delivery","Female","30","[c]","22430","21050"
"New entrant CS","2021","Rural Payments Agency","Operational Delivery","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Legal","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Operational Delivery","Female","50","[c]","21460","20850"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Operational Delivery","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Unknown","Female","495","[c]","37020","30650"
"New entrant CS","2021","Scottish Government (excl. agencies)","Unknown","Male","295","[c]","37690","30650"
"New entrant CS","2021","Scottish Housing Regulator","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Human Resources","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Operational Delivery","Female","85","[c]","21370","20810"
"New entrant CS","2021","Scottish Prison Service","Operational Delivery","Male","120","[c]","21370","20810"
"New entrant CS","2021","Scottish Prison Service","Other","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Other","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Psychology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Counter Fraud","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Counter Fraud","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Unknown","Female","230","[c]","25110","20060"
"New entrant CS","2021","Social Security Scotland","Unknown","Male","160","[c]","27110","20060"
"New entrant CS","2021","Standards and Testing Agency","Operational Delivery","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Commercial","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Commercial","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Finance","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Finance","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Operational Delivery","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Project Delivery","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Project Delivery","Male","35","[c]","40210","40000"
"New entrant CS","2021","Submarine Delivery Agency","Science and Engineering","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Science and Engineering","Male","75","[c]","32550","29500"
"New entrant CS","2021","Submarine Delivery Agency","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Operational Delivery","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Digital, Data and Technology","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Operational Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Operational Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Other","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Other","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Finance","Female","[c]","[c]","[c]","[c]"
