"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Mixed","Legal","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Medicine","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Operational Delivery","AA/AO","160","[c]","22670","22350"
"New entrant CS","2021","Mixed","Operational Delivery","EO","60","[c]","27720","26880"
"New entrant CS","2021","Mixed","Operational Delivery","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Operational Delivery","SEO/HEO","65","[c]","35390","35130"
"New entrant CS","2021","Mixed","Operational Delivery","Unknown","50","[c]","23810","22920"
"New entrant CS","2021","Mixed","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","EO","25","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Policy","SEO/HEO","60","[c]","33680","33570"
"New entrant CS","2021","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Psychology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Research","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Statistics","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Tax","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Tax","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Tax","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","AA/AO","235","[c]","22260","21010"
"New entrant CS","2021","Mixed","Unknown","EO","475","[c]","28900","27570"
"New entrant CS","2021","Mixed","Unknown","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","SEO/HEO","45","[c]","35480","34550"
"New entrant CS","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data and Technology","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Medicine","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Delivery","AA/AO","35","[c]","22210","21430"
"New entrant CS","2021","Other ethnicity","Operational Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Delivery","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Other","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Other","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Planning","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Planning","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Planning","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Policy","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Psychology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Social Research","AA/AO","[c]","[c]","[c]","[c]"
