"Status","Year","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Digital, Data and Technology","50","[c]","33410","26130"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Finance","10","[c]","20180","18060"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Medicine","5","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Operational Delivery","240","[c]","20000","18060"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Property","5","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Security","10","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Communications","10","[c]","29680","26130"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Digital, Data and Technology","25","[c]","41010","42520"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Finance","10","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Knowledge and Information Management","15","[c]","39190","40150"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Operational Delivery","190","[c]","25560","26130"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","Digital, Data and Technology","30","[c]","39840","36500"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","Finance","10","[c]","41570","36500"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","Operational Delivery","50","[c]","31420","29360"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Scottish Government","Unknown","15","[c]","44710","48930"
"New entrant CS","2021","ESTYN","ESTYN","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","ESTYN","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Counter Fraud","15","[c]","33820","32350"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Operational Delivery","25","[c]","31370","30350"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Policy","20","[c]","35120","32350"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Science and Engineering","10","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Veterinarian","10","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Scottish Government","Unknown","55","[c]","31300","30650"
"New entrant CS","2021","Forestry and Land Scotland","Scottish Government","Unknown","95","[c]","27350","25140"
"New entrant CS","2021","Government Actuary's Department","Chancellor's other departments","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Chancellor's other departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Chancellor's other departments","Other","30","[c]","45860","40000"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","Internal Audit","25","[c]","48230","43160"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","Legal","185","[c]","47230","50500"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","Other","60","[c]","27170","26950"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Finance","10","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Other","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Science and Engineering","5","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","115","[c]","34540","31660"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Science and Engineering","60","[c]","26710","26370"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","20","[c]","35820","30920"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Legal","145","[c]","27710","26550"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","1995","[c]","21220","19930"
