"Status","Year","Disability","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Digital, Data and Technology","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Finance","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Finance","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Grants Management","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Grants Management","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Grants Management","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Grants Management","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Human Resources","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Human Resources","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Legal","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Commercial","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Medicine","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Medicine","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Operational Delivery","Female","260","[c]","28970","25990"
"New entrant CS","2021","Undeclared","No function","Operational Delivery","Male","145","[c]","29380","24590"
"New entrant CS","2021","Undeclared","No function","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Other","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Other","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Policy","Female","95","[c]","36210","32350"
"New entrant CS","2021","Undeclared","No function","Policy","Male","95","[c]","37640","34710"
"New entrant CS","2021","Undeclared","No function","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Psychology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Science and Engineering","Female","45","[c]","34290","31370"
"New entrant CS","2021","Undeclared","No function","Science and Engineering","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Tax","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Tax","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Veterinarian","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Veterinarian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Communications","Female","[c]","[c]","[c]","[c]"
