"Status","Year","Age","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Competition and Markets Authority","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","Project Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","Project Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Criminal Injuries Compensation Authority","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Criminal Injuries Compensation Authority","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Criminal Injuries Compensation Authority","Operational Delivery","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Criminal Injuries Compensation Authority","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Commercial Service","Commercial","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Commercial Service","Commercial","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Commercial Service","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Commercial Service","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Commercial Service","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Commercial Service","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Commercial Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Commercial Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Commercial Service","Operational Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Commercial Service","Operational Delivery","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Office and Procurator Fiscal Service","Legal","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Office and Procurator Fiscal Service","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Office and Procurator Fiscal Service","Operational Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Office and Procurator Fiscal Service","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Prosecution Service","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Prosecution Service","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Prosecution Service","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Prosecution Service","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Prosecution Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Prosecution Service","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Prosecution Service","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Prosecution Service","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Prosecution Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Prosecution Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Prosecution Service","Legal","Female","75","[c]","45510","48080"
"New entrant CS","2021","30-39","Crown Prosecution Service","Legal","Male","45","[c]","45990","48080"
"New entrant CS","2021","30-39","Crown Prosecution Service","Operational Delivery","Female","40","[c]","21270","20250"
"New entrant CS","2021","30-39","Crown Prosecution Service","Operational Delivery","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Prosecution Service","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Prosecution Service","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Debt Management Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Debt Management Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","Commercial","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","Commercial","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","Digital, Data and Technology","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","Finance","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","Human Resources","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","Knowledge and Information Management","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","Other","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","Other","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","Project Delivery","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","Project Delivery","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","Science and Engineering","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Human Resources","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Science and Engineering","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Science and Engineering","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","Security","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Female","45","[c]","44650","40050"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Male","50","[c]","43470","40050"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Finance","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Policy","Female","35","[c]","39920","34020"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Policy","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Project Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","Project Delivery","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
