"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Chinese","Finance","Finance","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Finance","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Other","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Policy","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Tax","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Grants Management","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Grants Management","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Grants Management","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Grants Management","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Grants Management","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Grants Management","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Grants Management","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Grants Management","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Grants Management","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Human Resources","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Human Resources","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Other","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Policy","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Tax","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Internal Audit","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Internal Audit","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Internal Audit","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Internal Audit","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Internal Audit","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Internal Audit","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Internal Audit","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Internal Audit","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Internal Audit","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Internal Audit","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Legal","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Legal","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Legal","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Legal","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Legal","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Legal","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Legal","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Tax","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Communications","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Communications","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Corporate Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Corporate Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Economics","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Economics","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Economics","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Finance","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Finance","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Inspector of Education and Training","East Midlands (England)","[c]","[c]","[c]","[c]"
