"Status","Year","Organisation","Parent_department","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Submarine Delivery Agency","Ministry of Defence","Male","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Department for Education","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Department for Education","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Department for Education","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Department for Education","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Department for Education","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Department for Education","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Department for Education","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Department for Education","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","The National Archives","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","The National Archives","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","The National Archives","Female","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","The National Archives","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","The National Archives","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","The National Archives","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","The National Archives","Male","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","The National Archives","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","The National Archives","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","The National Archives","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Scottish Government","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Scottish Government","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Scottish Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Scottish Government","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Scottish Government","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Scottish Government","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Scottish Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Scottish Government","Male","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","UK Export Finance","Female","Heterosexual / straight","35","[c]","42620","41000"
"New entrant CS","2021","UK Export Finance","UK Export Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","UK Export Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","UK Export Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","UK Export Finance","Male","Heterosexual / straight","35","[c]","51860","50000"
"New entrant CS","2021","UK Export Finance","UK Export Finance","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","UK Export Finance","Male","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","UK Export Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","UK Export Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","UK Export Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Ministry of Defence","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Ministry of Defence","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Ministry of Defence","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Ministry of Defence","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Ministry of Defence","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Ministry of Defence","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Ministry of Defence","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Ministry of Defence","Male","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","Unknown","70","[c]","26890","23320"
"New entrant CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","Unknown","60","[c]","27460","23320"
"New entrant CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","UK Supreme Court","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","UK Supreme Court","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","UK Supreme Court","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","UK Supreme Court","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","UK Supreme Court","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","UK Supreme Court","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","UK Supreme Court","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","UK Supreme Court","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","UK Supreme Court","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","UK Supreme Court","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Female","Heterosexual / straight","370","[c]","31540","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Female","LGBO","40","[c]","31030","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Female","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Female","Unknown","135","[c]","30410","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Male","Heterosexual / straight","245","[c]","32400","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Male","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Male","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Male","Unknown","150","[c]","31090","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","HM Revenue and Customs","Female","Heterosexual / straight","60","[c]","24590","20880"
"New entrant CS","2021","Valuation Office Agency","HM Revenue and Customs","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","HM Revenue and Customs","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","HM Revenue and Customs","Female","Unknown","65","[c]","24870","20880"
"New entrant CS","2021","Valuation Office Agency","HM Revenue and Customs","Male","Heterosexual / straight","65","[c]","25830","24500"
"New entrant CS","2021","Valuation Office Agency","HM Revenue and Customs","Male","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","HM Revenue and Customs","Male","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","HM Revenue and Customs","Male","Unknown","55","[c]","26340","24500"
"New entrant CS","2021","Valuation Office Agency","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Department for Transport","Female","Heterosexual / straight","5","[c]","[c]","[c]"
