"Status","Year","Disability","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Ministry of Defence","30","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Ministry of Justice","35","[c]","24790","22850"
"New entrant CS","2021","Undeclared","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Other Cabinet Office Agencies","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Department for Transport","180","[c]","37460","34710"
"New entrant CS","2021","Undeclared","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","HM Treasury","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Cabinet Office","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Department for Environment, Food and Rural Affairs","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Department for Transport","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Department for Work and Pensions","380","[c]","26090","27570"
"New entrant CS","2021","Undeclared","White","Department of Health and Social Care","120","[c]","41340","36330"
"New entrant CS","2021","Undeclared","White","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Food Standards Agency","50","[c]","34560","32830"
"New entrant CS","2021","Undeclared","White","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","HM Revenue and Customs","65","[c]","25740","25560"
"New entrant CS","2021","Undeclared","White","HM Treasury","45","[c]","33890","28500"
"New entrant CS","2021","Undeclared","White","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Ministry of Defence","95","[c]","28160","25540"
"New entrant CS","2021","Undeclared","White","Ministry of Housing, Communities and Local Government","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Ministry of Justice","110","[c]","24350","22570"
"New entrant CS","2021","Undeclared","White","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Scottish Government","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","United Kingdom Statistics Authority","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Attorney General's Departments","70","[c]","32550","26950"
"New entrant CS","2021","Unknown","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Department for Business, Energy and Industrial Strategy","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Department for Education","50","[c]","37060","32940"
"New entrant CS","2021","Unknown","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Department for International Trade","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Department for Work and Pensions","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Department of Health and Social Care","55","[c]","40420","32790"
"New entrant CS","2021","Unknown","Asian","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","HM Land Registry","35","[c]","26990","22350"
"New entrant CS","2021","Unknown","Asian","HM Revenue and Customs","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Home Office","45","[c]","32630","28650"
"New entrant CS","2021","Unknown","Asian","Ministry of Defence","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Ministry of Justice","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","National Crime Agency","50","[c]","31310","28840"
"New entrant CS","2021","Unknown","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Other Cabinet Office Agencies","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","United Kingdom Statistics Authority","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Attorney General's Departments","30","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Department for Education","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Department for International Trade","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Department for Work and Pensions","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Department of Health and Social Care","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","HM Land Registry","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Home Office","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Ministry of Defence","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Ministry of Justice","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","National Crime Agency","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","United Kingdom Statistics Authority","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Department of Health and Social Care","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Home Office","[c]","[c]","[c]","[c]"
