"Status","Year","Ethnicity","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Black","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Work and Pensions","Unknown","1430","[c]","28710","29290"
"New entrant CS","2021","Black","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department of Health and Social Care","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department of Health and Social Care","Finance","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department of Health and Social Care","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department of Health and Social Care","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department of Health and Social Care","Operational Delivery","110","[c]","32700","31370"
"New entrant CS","2021","Black","Department of Health and Social Care","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department of Health and Social Care","Policy","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department of Health and Social Care","Science and Engineering","50","[c]","32230","30910"
"New entrant CS","2021","Black","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department of Health and Social Care","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","ESTYN","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","ESTYN","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Land Registry","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs","Tax","45","[c]","22840","20140"
"New entrant CS","2021","Black","HM Revenue and Customs","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury","Policy","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office","Operational Delivery","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office","Other","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office","Policy","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","Medicine","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","Other","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","Project Delivery","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","Science and Engineering","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","Security","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government","Policy","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
