"Status","Year","Disability","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Crown Commercial Service","Outside London","125","[c]","34040","28390"
"New entrant CS","2021","Unknown","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Prosecution Service","London","170","[c]","34140","26970"
"New entrant CS","2021","Unknown","Crown Prosecution Service","Outside London","520","[c]","32970","26970"
"New entrant CS","2021","Unknown","Debt Management Office","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Equipment and Support","Outside London","175","[c]","28580","25000"
"New entrant CS","2021","Unknown","Defence Science and Technology Laboratory","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","210","[c]","37600","33570"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Digital, Culture, Media and Sport","London","50","[c]","41000","34020"
"New entrant CS","2021","Unknown","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","London","205","[c]","38740","32940"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Outside London","360","[c]","33900","29360"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","London","165","[c]","38350","32690"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","105","[c]","33900","29890"
"New entrant CS","2021","Unknown","Department for International Trade","London","180","[c]","33410","31800"
"New entrant CS","2021","Unknown","Department for International Trade","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","London","415","[c]","31690","31060"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","1415","[c]","26300","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","50","[c]","31880","27570"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","London","755","[c]","40770","32790"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Outside London","290","[c]","37820","31380"
"New entrant CS","2021","Unknown","Disclosure Scotland","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Driver and Vehicle Licensing Agency","Outside London","145","[c]","21990","21590"
"New entrant CS","2021","Unknown","Driver and Vehicle Standards Agency","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Driver and Vehicle Standards Agency","Outside London","150","[c]","28280","26130"
"New entrant CS","2021","Unknown","Education and Skills Funding Agency","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Education and Skills Funding Agency","Outside London","85","[c]","34610","36500"
"New entrant CS","2021","Unknown","Education Scotland","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Food Standards Scotland","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Actuary's Department","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Legal Department","London","35","[c]","43280","43920"
"New entrant CS","2021","Unknown","Government Property Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Health and Safety Executive","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Courts and Tribunals Service","London","455","[c]","23820","22680"
"New entrant CS","2021","Unknown","HM Courts and Tribunals Service","Outside London","645","[c]","20040","18880"
"New entrant CS","2021","Unknown","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Land Registry","London","45","[c]","33020","25850"
"New entrant CS","2021","Unknown","HM Land Registry","Outside London","620","[c]","25540","22350"
"New entrant CS","2021","Unknown","HM Prison and Probation Service","London","400","[c]","28730","30150"
"New entrant CS","2021","Unknown","HM Prison and Probation Service","Outside London","1765","[c]","22900","22850"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","London","185","[c]","36210","36160"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","2875","[c]","23420","20140"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","320","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Treasury (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office (incl. agencies)","London","740","[c]","38810","35050"
"New entrant CS","2021","Unknown","Home Office (incl. agencies)","Outside London","955","[c]","26280","24880"
"New entrant CS","2021","Unknown","Home Office (incl. agencies)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Insolvency Service","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Insolvency Service","Outside London","140","[c]","23310","20880"
"New entrant CS","2021","Unknown","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal Aid Agency","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Maritime and Coastguard Agency","Outside London","115","[c]","31640","26590"
"New entrant CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","London","80","[c]","42790","40450"
"New entrant CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","London","65","[c]","32910","29370"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","Outside London","630","[c]","29850","25540"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","Overseas","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","London","45","[c]","39700","33210"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice (excl. agencies)","London","205","[c]","40710","36800"
"New entrant CS","2021","Unknown","Ministry of Justice (excl. agencies)","Outside London","65","[c]","35130","31420"
"New entrant CS","2021","Unknown","National Crime Agency","London","320","[c]","37820","36200"
"New entrant CS","2021","Unknown","National Crime Agency","Outside London","650","[c]","32160","32770"
"New entrant CS","2021","Unknown","National Crime Agency","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Records of Scotland","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office for Budget Responsibility","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office for Standards in Education, Children's Services and Skills","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of the Public Guardian","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning Inspectorate","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Public Health England","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Public Health England","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Registers of Scotland","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Courts and Tribunals Service","Outside London","70","[c]","23150","20850"
"New entrant CS","2021","Unknown","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government (excl. agencies)","Outside London","460","[c]","38330","30650"
"New entrant CS","2021","Unknown","Scottish Housing Regulator","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Prison Service","Outside London","275","[c]","22010","20810"
"New entrant CS","2021","Unknown","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Security Scotland","Outside London","130","[c]","27950","23340"
"New entrant CS","2021","Unknown","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Standards and Testing Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Student Awards Agency for Scotland","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Submarine Delivery Agency","Outside London","40","[c]","26060","19040"
"New entrant CS","2021","Unknown","Teaching Regulation Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Transport Scotland","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Hydrographic Office","Outside London","35","[c]","29690","20820"
"New entrant CS","2021","Unknown","UK Intellectual Property Office","Outside London","130","[c]","27300","23320"
"New entrant CS","2021","Unknown","UK Space Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","London","150","[c]","36930","32540"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Outside London","465","[c]","29520","29540"
"New entrant CS","2021","Unknown","Valuation Office Agency","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Valuation Office Agency","Outside London","110","[c]","24570","20880"
"New entrant CS","2021","Unknown","Vehicle Certification Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales Office","Outside London","[c]","[c]","[c]","[c]"
