"Status","Year","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Legal","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Justice (excl. agencies)","30","[c]","35470","26410"
"New entrant CS","2021","Legal","National Crime Agency","15","[c]","52350","59160"
"New entrant CS","2021","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Gas and Electricity Markets","10","[c]","48080","51000"
"New entrant CS","2021","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of the Public Guardian","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Scottish Courts and Tribunals Service","85","[c]","22900","20850"
"New entrant CS","2021","Legal","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Export Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Supreme Court","15","[c]","40480","37230"
"New entrant CS","2021","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Advisory, Conciliation and Arbitration Service","145","[c]","25640","24250"
"New entrant CS","2021","No function","Animal and Plant Health Agency","475","[c]","25170","24370"
"New entrant CS","2021","No function","Cabinet Office (excl. agencies)","905","[c]","32150","28000"
"New entrant CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Companies House","20","[c]","22800","19850"
"New entrant CS","2021","No function","Criminal Injuries Compensation Authority","20","[c]","26060","26550"
"New entrant CS","2021","No function","Crown Commercial Service","55","[c]","31760","27770"
"New entrant CS","2021","No function","Crown Office and Procurator Fiscal Service","110","[c]","22150","20760"
"New entrant CS","2021","No function","Defence Science and Technology Laboratory","130","[c]","30870","28650"
"New entrant CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","600","[c]","38270","33570"
"New entrant CS","2021","No function","Department for Digital, Culture, Media and Sport","255","[c]","37600","34020"
"New entrant CS","2021","No function","Department for Education (excl. agencies)","250","[c]","34660","29360"
"New entrant CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","675","[c]","35930","32560"
"New entrant CS","2021","No function","Department for International Trade","220","[c]","33200","31800"
"New entrant CS","2021","No function","Department for Transport (excl. agencies)","295","[c]","37520","34710"
"New entrant CS","2021","No function","Department of Health and Social Care (excl. agencies)","635","[c]","39560","32790"
"New entrant CS","2021","No function","Driver and Vehicle Licensing Agency","250","[c]","21690","19830"
"New entrant CS","2021","No function","Driver and Vehicle Standards Agency","190","[c]","25560","26130"
"New entrant CS","2021","No function","Education and Skills Funding Agency","60","[c]","33250","29360"
"New entrant CS","2021","No function","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","65","[c]","34050","32350"
"New entrant CS","2021","No function","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Health and Safety Executive","170","[c]","32500","26370"
"New entrant CS","2021","No function","HM Courts and Tribunals Service","1925","[c]","20700","19930"
"New entrant CS","2021","No function","HM Land Registry","525","[c]","22890","22350"
"New entrant CS","2021","No function","HM Prison and Probation Service","5650","[c]","23790","22850"
"New entrant CS","2021","No function","HM Revenue and Customs (excl. agencies)","2145","[c]","22010","20140"
"New entrant CS","2021","No function","HM Treasury (excl. agencies)","320","[c]","32360","28500"
"New entrant CS","2021","No function","Insolvency Service","175","[c]","22340","20880"
"New entrant CS","2021","No function","Institute for Apprenticeships and Technical Education","35","[c]","38820","36570"
"New entrant CS","2021","No function","Legal Aid Agency","55","[c]","20360","18880"
"New entrant CS","2021","No function","Maritime and Coastguard Agency","145","[c]","31450","26590"
"New entrant CS","2021","No function","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Met Office","20","[c]","24390","24660"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","200","[c]","38590","33210"
"New entrant CS","2021","No function","Ministry of Justice (excl. agencies)","215","[c]","32380","30850"
"New entrant CS","2021","No function","National Crime Agency","890","[c]","33510","32770"
"New entrant CS","2021","No function","National Infrastructure Commission","15","[c]","42500","40000"
"New entrant CS","2021","No function","National Savings and Investments","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Northern Ireland Office","15","[c]","40410","37420"
"New entrant CS","2021","No function","Office for Standards in Education, Children's Services and Skills","120","[c]","54560","51360"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","235","[c]","30990","25750"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","35","[c]","42060","31000"
"New entrant CS","2021","No function","Office of Rail and Road","15","[c]","47270","54890"
"New entrant CS","2021","No function","Office of the Public Guardian","20","[c]","25660","21170"
"New entrant CS","2021","No function","Planning Inspectorate","65","[c]","27410","21270"
"New entrant CS","2021","No function","Public Health England","1935","[c]","35000","31370"
"New entrant CS","2021","No function","Registers of Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Scottish Prison Service","230","[c]","21530","20810"
"New entrant CS","2021","No function","Serious Fraud Office","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Standards and Testing Agency","10","[c]","38790","36380"
"New entrant CS","2021","No function","Teaching Regulation Agency","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","The National Archives","35","[c]","30860","28040"
"New entrant CS","2021","No function","UK Hydrographic Office","50","[c]","26270","20170"
"New entrant CS","2021","No function","UK Intellectual Property Office","135","[c]","25230","23320"
"New entrant CS","2021","No function","United Kingdom Statistics Authority","360","[c]","28270","29540"
"New entrant CS","2021","No function","Vehicle Certification Agency","20","[c]","26370","21590"
"New entrant CS","2021","No function","Wales Office","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Water Services Regulation Authority","20","[c]","57380","60000"
"New entrant CS","2021","Project Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Animal and Plant Health Agency","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Cabinet Office (excl. agencies)","40","[c]","58840","54700"
"New entrant CS","2021","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Companies House","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Competition and Markets Authority","25","[c]","47610","42290"
"New entrant CS","2021","Project Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","540","[c]","32210","29000"
"New entrant CS","2021","Project Delivery","Defence Science and Technology Laboratory","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","15","[c]","37980","33570"
"New entrant CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","65","[c]","41440","34020"
"New entrant CS","2021","Project Delivery","Department for Education (excl. agencies)","35","[c]","45470","49860"
"New entrant CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","40","[c]","39790","35900"
"New entrant CS","2021","Project Delivery","Department for International Trade","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Transport (excl. agencies)","65","[c]","38090","34710"
"New entrant CS","2021","Project Delivery","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Education and Skills Funding Agency","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Courts and Tribunals Service","55","[c]","34850","30870"
"New entrant CS","2021","Project Delivery","HM Land Registry","30","[c]","32930","36200"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","90","[c]","40710","38630"
"New entrant CS","2021","Project Delivery","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Met Office","30","[c]","38930","32060"
"New entrant CS","2021","Project Delivery","Ministry of Defence (excl. agencies)","360","[c]","34890","33000"
"New entrant CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","30","[c]","42010","48200"
"New entrant CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","85","[c]","34570","32870"
"New entrant CS","2021","Project Delivery","National Crime Agency","20","[c]","48180","45480"
"New entrant CS","2021","Project Delivery","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Rural Payments Agency","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scottish Forestry","20","[c]","29510","28120"
"New entrant CS","2021","Project Delivery","Submarine Delivery Agency","145","[c]","35320","33000"
"New entrant CS","2021","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Space Agency","20","[c]","37290","33570"
"New entrant CS","2021","Project Delivery","United Kingdom Statistics Authority","60","[c]","36540","36030"
"New entrant CS","2021","Project Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Cabinet Office (excl. agencies)","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Defence Equipment and Support","25","[c]","30500","29000"
"New entrant CS","2021","Property","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Education (excl. agencies)","25","[c]","42320","49860"
"New entrant CS","2021","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","45","[c]","39600","29180"
"New entrant CS","2021","Property","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department of Health and Social Care (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Driver and Vehicle Licensing Agency","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Forestry and Land Scotland","50","[c]","27040","25140"
"New entrant CS","2021","Property","Government Property Agency","10","[c]","50870","49700"
"New entrant CS","2021","Property","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Courts and Tribunals Service","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Revenue and Customs (excl. agencies)","15","[c]","43160","38630"
