"Status","Year","Disability","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","No function","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Defence Science and Technology Laboratory","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","60","[c]","42780","39250"
"Leaver Dept.","2021","Unknown","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","55","[c]","49500","40050"
"Leaver Dept.","2021","Unknown","No function","Department for Digital, Culture, Media and Sport","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Department for Digital, Culture, Media and Sport","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","195","[c]","41140","36510"
"Leaver Dept.","2021","Unknown","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","150","[c]","41010","36250"
"Leaver Dept.","2021","Unknown","No function","Department for International Trade","Female","50","[c]","42460","37410"
"Leaver Dept.","2021","Unknown","No function","Department for International Trade","Male","50","[c]","42920","38540"
"Leaver Dept.","2021","Unknown","No function","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Driver and Vehicle Licensing Agency","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Driver and Vehicle Standards Agency","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","HM Courts and Tribunals Service","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","HM Courts and Tribunals Service","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","HM Prison and Probation Service","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","HM Prison and Probation Service","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Insolvency Service","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Insolvency Service","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Maritime and Coastguard Agency","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Ministry of Justice (excl. agencies)","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Ministry of Justice (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","National Crime Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","National Crime Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Office of the Public Guardian","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Public Health England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Public Health England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","United Kingdom Statistics Authority","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","United Kingdom Statistics Authority","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Wales Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Wales Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Defence Equipment and Support","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Defence Equipment and Support","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Department for International Development","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Department for International Development","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Ministry of Defence (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
