"Status","Year","Function_of_post","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Human Resources","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","United Kingdom Statistics Authority","35","[c]","34190","29540"
"New entrant CS","2021","Human Resources","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","Water Services Regulation Authority","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","HM Treasury","25","[c]","46440","43160"
"New entrant CS","2021","Internal Audit","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Ministry of Defence","10","[c]","34960","33000"
"New entrant CS","2021","Internal Audit","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","Competition and Markets Authority","20","[c]","54360","53530"
"New entrant CS","2021","Legal","Crown Office and Procurator Fiscal Service","Scottish Government","30","[c]","33550","33550"
"New entrant CS","2021","Legal","Crown Prosecution Service","Attorney General's Departments","695","[c]","33110","26970"
"New entrant CS","2021","Legal","Department for Education (excl. agencies)","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Government Legal Department","Attorney General's Departments","245","[c]","42440","43920"
"New entrant CS","2021","Legal","HM Courts and Tribunals Service","Ministry of Justice","145","[c]","27710","26550"
"New entrant CS","2021","Legal","HM Land Registry","HM Land Registry","30","[c]","50880","57000"
"New entrant CS","2021","Legal","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","40","[c]","43580","42840"
"New entrant CS","2021","Legal","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Justice (excl. agencies)","Ministry of Justice","30","[c]","35470","26410"
"New entrant CS","2021","Legal","National Crime Agency","National Crime Agency","15","[c]","52350","59160"
"New entrant CS","2021","Legal","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","10","[c]","48080","51000"
"New entrant CS","2021","Legal","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of the Public Guardian","Ministry of Justice","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Scottish Courts and Tribunals Service","Scottish Government","85","[c]","22900","20850"
"New entrant CS","2021","Legal","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Export Finance","UK Export Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Supreme Court","UK Supreme Court","15","[c]","40480","37230"
"New entrant CS","2021","Legal","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","145","[c]","25640","24250"
"New entrant CS","2021","No function","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","475","[c]","25170","24370"
"New entrant CS","2021","No function","Cabinet Office (excl. agencies)","Cabinet Office","905","[c]","32150","28000"
"New entrant CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Companies House","Department for Business, Energy and Industrial Strategy","20","[c]","22800","19850"
"New entrant CS","2021","No function","Criminal Injuries Compensation Authority","Ministry of Justice","20","[c]","26060","26550"
"New entrant CS","2021","No function","Crown Commercial Service","Other Cabinet Office Agencies","55","[c]","31760","27770"
"New entrant CS","2021","No function","Crown Office and Procurator Fiscal Service","Scottish Government","110","[c]","22150","20760"
"New entrant CS","2021","No function","Defence Science and Technology Laboratory","Ministry of Defence","130","[c]","30870","28650"
"New entrant CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","600","[c]","38270","33570"
"New entrant CS","2021","No function","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","255","[c]","37600","34020"
"New entrant CS","2021","No function","Department for Education (excl. agencies)","Department for Education","250","[c]","34660","29360"
"New entrant CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","675","[c]","35930","32560"
"New entrant CS","2021","No function","Department for International Trade","Department for International Trade","220","[c]","33200","31800"
"New entrant CS","2021","No function","Department for Transport (excl. agencies)","Department for Transport","295","[c]","37520","34710"
"New entrant CS","2021","No function","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","635","[c]","39560","32790"
"New entrant CS","2021","No function","Driver and Vehicle Licensing Agency","Department for Transport","250","[c]","21690","19830"
"New entrant CS","2021","No function","Driver and Vehicle Standards Agency","Department for Transport","190","[c]","25560","26130"
"New entrant CS","2021","No function","Education and Skills Funding Agency","Department for Education","60","[c]","33250","29360"
"New entrant CS","2021","No function","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","Food Standards Agency","65","[c]","34050","32350"
"New entrant CS","2021","No function","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Health and Safety Executive","Department for Work and Pensions","170","[c]","32500","26370"
"New entrant CS","2021","No function","HM Courts and Tribunals Service","Ministry of Justice","1925","[c]","20700","19930"
"New entrant CS","2021","No function","HM Land Registry","HM Land Registry","525","[c]","22890","22350"
"New entrant CS","2021","No function","HM Prison and Probation Service","Ministry of Justice","5650","[c]","23790","22850"
"New entrant CS","2021","No function","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","2145","[c]","22010","20140"
"New entrant CS","2021","No function","HM Treasury (excl. agencies)","HM Treasury","320","[c]","32360","28500"
"New entrant CS","2021","No function","Insolvency Service","Department for Business, Energy and Industrial Strategy","175","[c]","22340","20880"
"New entrant CS","2021","No function","Institute for Apprenticeships and Technical Education","Department for Education","35","[c]","38820","36570"
"New entrant CS","2021","No function","Legal Aid Agency","Ministry of Justice","55","[c]","20360","18880"
"New entrant CS","2021","No function","Maritime and Coastguard Agency","Department for Transport","145","[c]","31450","26590"
"New entrant CS","2021","No function","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Met Office","Department for Business, Energy and Industrial Strategy","20","[c]","24390","24660"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","200","[c]","38590","33210"
"New entrant CS","2021","No function","Ministry of Justice (excl. agencies)","Ministry of Justice","215","[c]","32380","30850"
"New entrant CS","2021","No function","National Crime Agency","National Crime Agency","890","[c]","33510","32770"
"New entrant CS","2021","No function","National Infrastructure Commission","HM Treasury","15","[c]","42500","40000"
"New entrant CS","2021","No function","National Savings and Investments","Chancellor's other departments","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Northern Ireland Office","Northern Ireland Office","15","[c]","40410","37420"
"New entrant CS","2021","No function","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","120","[c]","54560","51360"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","235","[c]","30990","25750"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","35","[c]","42060","31000"
"New entrant CS","2021","No function","Office of Rail and Road","Office of Rail and Road","15","[c]","47270","54890"
"New entrant CS","2021","No function","Office of the Public Guardian","Ministry of Justice","20","[c]","25660","21170"
"New entrant CS","2021","No function","Planning Inspectorate","Ministry of Housing, Communities and Local Government","65","[c]","27410","21270"
