"Status","Year","Ethnicity","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Other ethnicity","Home Office (incl. agencies)","Home Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Home Office (incl. agencies)","Home Office","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Home Office (incl. agencies)","Home Office","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Home Office (incl. agencies)","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Insolvency Service","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Insolvency Service","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Insolvency Service","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Insolvency Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Insolvency Service","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Insolvency Service","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Insolvency Service","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Insolvency Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Insolvency Service","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Insolvency Service","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Institute for Apprenticeships and Technical Education","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Institute for Apprenticeships and Technical Education","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Institute for Apprenticeships and Technical Education","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal Aid Agency","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal Aid Agency","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal Aid Agency","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal Aid Agency","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal Aid Agency","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal Aid Agency","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Maritime and Coastguard Agency","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Maritime and Coastguard Agency","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Maritime and Coastguard Agency","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Maritime and Coastguard Agency","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Met Office","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","National Crime Agency","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","National Crime Agency","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
