"Status","Year","Disability","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","Black","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Department for Work and Pensions (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Department for Work and Pensions (excl. agencies)","30","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
