"Status","Year","Disability","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","White","Unknown","LGBO","60","[c]","26540","27570"
"New entrant CS","2021","Undeclared","White","Unknown","Undeclared","45","[c]","29020","27570"
"New entrant CS","2021","Undeclared","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Veterinarian","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Commercial","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Communications","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Digital, Data and Technology","Heterosexual / straight","40","[c]","42140","36500"
"New entrant CS","2021","Unknown","Asian","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Finance","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Human Resources","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Legal","Heterosexual / straight","40","[c]","43720","48080"
"New entrant CS","2021","Unknown","Asian","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Operational Delivery","Heterosexual / straight","135","[c]","25970","24590"
"New entrant CS","2021","Unknown","Asian","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Operational Delivery","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Operational Delivery","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Other","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Policy","Heterosexual / straight","40","[c]","38260","33570"
"New entrant CS","2021","Unknown","Asian","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Policy","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Project Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Tax","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Communications","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Digital, Data and Technology","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Human Resources","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
