"Status","Year","Ethnicity","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","London","Unknown","115","[c]","36750","30850"
"New entrant CS","2021","Unknown","Legal","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Outside London","Undeclared","75","[c]","22800","20850"
"New entrant CS","2021","Unknown","Legal","Outside London","Unknown","150","[c]","32170","26550"
"New entrant CS","2021","Unknown","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","London","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","London","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","London","Unknown","2215","[c]","32650","28000"
"New entrant CS","2021","Unknown","No function","Outside London","Heterosexual / straight","65","[c]","29030","24000"
"New entrant CS","2021","Unknown","No function","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Outside London","Unknown","5190","[c]","23320","20810"
"New entrant CS","2021","Unknown","No function","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Unknown","Unknown","105","[c]","31380","28000"
"New entrant CS","2021","Unknown","Project Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","London","Unknown","80","[c]","42030","39530"
"New entrant CS","2021","Unknown","Project Delivery","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Outside London","Unknown","305","[c]","30650","27540"
"New entrant CS","2021","Unknown","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","London","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Outside London","Unknown","180","[c]","26840","23810"
"New entrant CS","2021","Unknown","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","London","Unknown","45","[c]","34310","30120"
"New entrant CS","2021","Unknown","Security","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Outside London","Unknown","245","[c]","26960","23540"
"New entrant CS","2021","Unknown","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","London","Unknown","1090","[c]","36040","31060"
"New entrant CS","2021","Unknown","Unknown","Outside London","Heterosexual / straight","40","[c]","28220","27570"
"New entrant CS","2021","Unknown","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Outside London","Unknown","3155","[c]","28730","27570"
"New entrant CS","2021","Unknown","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Overseas","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","Unknown","380","[c]","35090","27570"
"New entrant CS","2021","White","Analysis","London","Heterosexual / straight","310","[c]","36600","32560"
"New entrant CS","2021","White","Analysis","London","LGBO","40","[c]","34640","33000"
"New entrant CS","2021","White","Analysis","London","Undeclared","30","[c]","36330","33210"
"New entrant CS","2021","White","Analysis","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","White","Analysis","Outside London","Heterosexual / straight","250","[c]","30850","29540"
"New entrant CS","2021","White","Analysis","Outside London","LGBO","40","[c]","29030","29540"
"New entrant CS","2021","White","Analysis","Outside London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","White","Analysis","Outside London","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","White","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Commercial","London","Heterosexual / straight","65","[c]","44950","41740"
"New entrant CS","2021","White","Commercial","London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","White","Commercial","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Commercial","Outside London","Heterosexual / straight","195","[c]","32170","30070"
"New entrant CS","2021","White","Commercial","Outside London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","White","Commercial","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Commercial","Outside London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","White","Commercial","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","London","Heterosexual / straight","120","[c]","38450","34710"
"New entrant CS","2021","White","Communications","London","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Outside London","Heterosexual / straight","285","[c]","28370","25560"
"New entrant CS","2021","White","Communications","Outside London","LGBO","35","[c]","28660","25560"
"New entrant CS","2021","White","Communications","Outside London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Outside London","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","London","Heterosexual / straight","30","[c]","37980","32350"
"New entrant CS","2021","White","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","Outside London","Heterosexual / straight","50","[c]","29120","25560"
"New entrant CS","2021","White","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Debt","London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Debt","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Debt","Outside London","Heterosexual / straight","190","[c]","20400","20140"
"New entrant CS","2021","White","Debt","Outside London","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","White","Debt","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Debt","Outside London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","London","Heterosexual / straight","175","[c]","49000","47500"
"New entrant CS","2021","White","Digital, Data & Technology","London","LGBO","30","[c]","44500","39510"
"New entrant CS","2021","White","Digital, Data & Technology","London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Outside London","Heterosexual / straight","490","[c]","37810","35900"
"New entrant CS","2021","White","Digital, Data & Technology","Outside London","LGBO","40","[c]","32080","31040"
"New entrant CS","2021","White","Digital, Data & Technology","Outside London","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Outside London","Unknown","70","[c]","33040","32060"
"New entrant CS","2021","White","Digital, Data & Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","London","Heterosexual / straight","85","[c]","43510","36900"
"New entrant CS","2021","White","Finance","London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Outside London","Heterosexual / straight","245","[c]","33210","28900"
"New entrant CS","2021","White","Finance","Outside London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Outside London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","White","Grants Management","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","White","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Grants Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Grants Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","London","Heterosexual / straight","130","[c]","39450","32260"
"New entrant CS","2021","White","Human Resources","London","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Outside London","Heterosexual / straight","310","[c]","29900","26000"
"New entrant CS","2021","White","Human Resources","Outside London","LGBO","30","[c]","[c]","[c]"
